ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,label_list,aspect_list_parsed,caption_word_count,num_aspects
#NAME?,0,10,"/m/015lz1,/m/04rlf,/m/07xzm","['pop', 'ukulele', 'female voices singing', 'harmony', 'amateur recording', 'medium to uptempo']",Two female voices are singing in harmony to a ukulele strumming chords. One of the voices is deeper and the other one higher. This song may be jamming together at home.,6,False,True,"['/m/015lz1', ' /m/04rlf', ' /m/07xzm']","['pop', 'ukulele', 'female voices singing', 'harmony', 'amateur recording', 'medium to uptempo']",31,6
#NAME?,30,40,"/m/04rlf,/m/04szw,/m/0l156b","['upbeat instrumental', 'loud marimba melody', 'noisy', 'low quality']","The Low quality recording features an upbeat instrumental playing in the background on some kind of speaker, while a loud marimba melody is played over it. It kind of sounds off beat, also the sound is mostly located in the left channel of the stereo image, which makes the recording imbalanced and low in quality.",4,False,True,"['/m/04rlf', ' /m/04szw', ' /m/0l156b']","['upbeat instrumental', 'loud marimba melody', 'noisy', 'low quality']",55,4
#NAME?,30,40,"/m/04rlf,/m/07qsvvw","['instrumental', 'two tracks', 'electronic music', 'harmonic', 'futuristic', 'engaging', 'captivating', 'dance groove', 'electro pop', 'unrelated tracks', 'synthesiser articulation', 'funky drumming', 'enthusiastic digital drum rhythm', 'keyboard harmony', 'dance pop', 'edm', 'pleasant', 'ambient', 'amplified paino', 'surround sound']","This audio clip is an electronic instrumental of two different tracks with medium fast tempo. The first tempo has an amplified piano playing an emphatic harmony along with digital drums. The second track has emphatic digital drums and electronic /synthesised music arrangement. Both the tracks are melodious, pleasant, harmonic, futuristic, captivating and engaging with a dance groove.",7,False,True,"['/m/04rlf', ' /m/07qsvvw']","['instrumental', 'two tracks', 'electronic music', 'harmonic', 'futuristic', 'engaging', 'captivating', 'dance groove', 'electro pop', 'unrelated tracks', 'synthesiser articulation', 'funky drumming', 'enthusiastic digital drum rhythm', 'keyboard harmony', 'dance pop', 'edm', 'pleasant', 'ambient', 'amplified paino', 'surround sound']",57,20
#NAME?,80,90,"/m/02cz_7,/m/04rlf","['beat boxing', 'vocal percussion', 'mimicking drum machines', 'vocal percussion simulation', 'vocal sound effects', 'rap', 'hip hop', 'vocalisation', 'rapid', 'vigorous drumming sound', 'digital drum sounds', 'vocal percussion', 'vocal turn table', 'vigorous', 'tireless', 'energetic', 'vocal drum machine']","This audio clip is of a male vocalist beat boxing. The tempo is fast with the vocalist mimicking vigorous drumming, drum machine rhythms, turn table and other percussions.the rhythm is vigorous, energetic and tireless.",7,False,True,"['/m/02cz_7', ' /m/04rlf']","['beat boxing', 'vocal percussion', 'mimicking drum machines', 'vocal percussion simulation', 'vocal sound effects', 'rap', 'hip hop', 'vocalisation', 'rapid', 'vigorous drumming sound', 'digital drum sounds', 'vocal percussion', 'vocal turn table', 'vigorous', 'tireless', 'energetic', 'vocal drum machine']",34,17
#NAME?,30,40,"/m/015y_n,/m/0164x2,/m/04rlf,/m/06cqb","['ska', 'saxophone', 'e-guitar', 'acoustic drums', 'percussion', 'keys', 'e-bass', 'fast tempo', 'uplifting energy']",An acoustic drum is playing along with a bassline giving the song a ska/reggae feeling. The e-guitar strumming on the offbeat supports that feeling while a keyboard is playing a bell-sounding chord. Bongos are setting little accents at the end. A saxophone is playing a melody along. This song may be playing at a festival outside while the sun is shining.,6,True,True,"['/m/015y_n', ' /m/0164x2', ' /m/04rlf', ' /m/06cqb']","['ska', 'saxophone', 'e-guitar', 'acoustic drums', 'percussion', 'keys', 'e-bass', 'fast tempo', 'uplifting energy']",61,9
#NAME?,30,40,"/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y","['bad audio quality', 'vintage guitar tone', 'passionate', 'spirited', 'guitar demo', 'soloist', 'antique guitar', 'youtube music class', 'master class', 'buzzing noise', 'instrumental music', 'ambient room noise', 'bad audio quality', 'super tone unique tone', 'melancholic', 'country music', 'medium tempo', 'rich country traditions']",The song is an instrumental. The song is medium tempo played by a solo guitarist on a vintage super tone with an exquisite tone. The song is emotional and passionate. The song has poor audio quality.,1,False,True,"['/m/01glhc', ' /m/0342h', ' /m/042v_gx', ' /m/04rlf', ' /m/04szw', ' /m/06w87', ' /m/07s0s5r', ' /m/0fx80y']","['bad audio quality', 'vintage guitar tone', 'passionate', 'spirited', 'guitar demo', 'soloist', 'antique guitar', 'youtube music class', 'master class', 'buzzing noise', 'instrumental music', 'ambient room noise', 'bad audio quality', 'super tone unique tone', 'melancholic', 'country music', 'medium tempo', 'rich country traditions']",36,18
#NAME?,200,210,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf","['amateur recording', 'vinyl scratching', 'programmed percussion', 'bass', 'synth sounds', 'moderate tempo', 'male voice', 'dj song']",This amateur recording features a vinyl scratch being played on a DJ console. This is accompanied by programmed percussion playing a simple beat at a fast tempo. The hi-hat is struck in eighth notes. The snare and kick are played in a unique pattern. A synth plays a two-note lick at different intervals. Other instruments are not audible as the audio quality is low.,0,False,False,"['/m/01hgjl', ' /m/02lkt', ' /m/03mb9', ' /m/04rlf']","['amateur recording', 'vinyl scratching', 'programmed percussion', 'bass', 'synth sounds', 'moderate tempo', 'male voice', 'dj song']",64,8
#NAME?,110,120,"/m/04rlf,/m/07qsvvw","['electro pop', 'low quality', 'flat female vocal', 'wide background female doubling vocals', 'airplane sound effect', 'explosion sound effect', 'arpeggiated synth melody', 'shimmering tinny bells melody', 'energetic muffled crash cymbals', 'quiet drums', 'boomy groovy bass', 'simple hi hats', '4 on the floor kick', 'claps']","The Electro Pop song features a flat female vocal, occasionally supported by wide background female doubling vocals, singing over quiet drums, groovy and boomy bass, arpeggiated synth melody and some sound effects of the airplane and the explosion. In the second part, the drums cut through the mix more, therefore they are more audible, while the new elements appear, including shimmering bells and simple hi hats. Sounds like a low quality recording, especially because of that first part of the loop.",4,False,True,"['/m/04rlf', ' /m/07qsvvw']","['electro pop', 'low quality', 'flat female vocal', 'wide background female doubling vocals', 'airplane sound effect', 'explosion sound effect', 'arpeggiated synth melody', 'shimmering tinny bells melody', 'energetic muffled crash cymbals', 'quiet drums', 'boomy groovy bass', 'simple hi hats', '4 on the floor kick', 'claps']",81,14
#NAME?,30,40,"/m/04rlf,/t/dd00031","['low quality', 'folk', 'wooden percussions', 'groovy bass', 'breathy flute melody', 'groovy piano melody', 'sustained strings melody', 'shimmering shakers', 'passionate', 'happy', 'joyful']","The low quality recording features a folk song that consists of a wooden percussion, groovy bass, breathy flute melody, groovy piano melody, shimmering shakers and sustained strings melody. It sounds passionate, joyful and happy.",4,False,False,"['/m/04rlf', ' /t/dd00031']","['low quality', 'folk', 'wooden percussions', 'groovy bass', 'breathy flute melody', 'groovy piano melody', 'sustained strings melody', 'shimmering shakers', 'passionate', 'happy', 'joyful']",34,11
#NAME?,30,40,"/m/02w4v,/m/042v_gx,/m/04rlf,/m/06j64v","['low quality', 'live performance', 'fruity male vocal', 'accordion melody', 'acoustic rhythm guitar', 'shimmering bells', 'emotional', 'hopeful', 'mono', 'noisy']","The low quality recording features a live performance that consists of fruity male vocal singing over accordion melody, acoustic rhythm guitar chords and shimmering bells. It sounds emotional and hopeful. The recording is a bit noisy and in mono, as it was probably recorded with a phone.",4,False,True,"['/m/02w4v', ' /m/042v_gx', ' /m/04rlf', ' /m/06j64v']","['low quality', 'live performance', 'fruity male vocal', 'accordion melody', 'acoustic rhythm guitar', 'shimmering bells', 'emotional', 'hopeful', 'mono', 'noisy']",47,10
#NAME?,30,40,"/m/04rlf,/t/dd00037","['video game theme', 'cinematic strings', 'wind sound effect', 'male choir', 'percussion', 'epic', 'dramatic', 'tension']",This is a video game theme. There is a cinematic string sound playing the melody while the wind sound effect implies there is a snowstorm. A male choir starts singing alongside orchestral percussive elements. There is an epic atmosphere. This piece could fit well in the soundtrack of a thriller video game where there is a face-off about to happen.,9,False,False,"['/m/04rlf', ' /t/dd00037']","['video game theme', 'cinematic strings', 'wind sound effect', 'male choir', 'percussion', 'epic', 'dramatic', 'tension']",60,8
#NAME?,0,10,"/m/0395lw,/m/04rlf,/t/dd00128","['amateur recording', 'bell sounds', 'birds singing']",This recording contains environmental sounds such as birds singing. Then bells start playing a melody with a long release time. This is an amateur recording. This song may be playing outside in a park at a fixed time.,6,False,True,"['/m/0395lw', ' /m/04rlf', ' /t/dd00128']","['amateur recording', 'bell sounds', 'birds singing']",38,3
-r2-9oyIzkQ,30,40,"/m/04rlf,/t/dd00003","['romance', 'wide background crowd screaming', 'electric guitar lick', 'emotional piano chord progression', 'passionate male vocal', 'low tom roll', 'soft crash cymbal', 'heartfelt', 'romantic', 'emotional', 'passionate']","The Romance song features an electric guitar lick, low toms roll and soft crash cymbal, followed by emotional piano chord progression and wide background crowd screams, as the passionate male vocal sings over it. Judging by the crowd sound effect, it seems that this is a live performance. Sounds emotional, passionate, heartfelt and romantic.",4,False,True,"['/m/04rlf', ' /t/dd00003']","['romance', 'wide background crowd screaming', 'electric guitar lick', 'emotional piano chord progression', 'passionate male vocal', 'low tom roll', 'soft crash cymbal', 'heartfelt', 'romantic', 'emotional', 'passionate']",54,11
#NAME?,30,40,"/m/0155w,/m/04rlf","['low quality', 'pop', 'passionate male vocal', 'happy', 'fun', 'joyful', 'mellow kick hits', 'shimmering hi hats', 'wide electric guitar melody', 'wooden percussions', 'syncopated snare']","The low quality recording features a pop song that consists of a passionate male vocal singing over mellow kick hits, shimmering hi hats, wide electric guitar melody, syncopated snare and wooden percussion. The first half of the loop does not consist of the vocal, snare and hi hats. It sounds happy, fun and joyful.",4,False,False,"['/m/0155w', ' /m/04rlf']","['low quality', 'pop', 'passionate male vocal', 'happy', 'fun', 'joyful', 'mellow kick hits', 'shimmering hi hats', 'wide electric guitar melody', 'wooden percussions', 'syncopated snare']",54,11
#NAME?,90,100,"/m/04rlf,/t/dd00037","['movie music', 'arabic', 'instrumental', 'clarinet', 'sound effects', 'knives', 'horror', 'terrifying', 'ominous', 'hopeless']","This is an Arabic movie music piece. It is an instrumental piece. There is a clarinet playing a vague melody. The sound of knives being rubbed against one another can be heard. There is an ominous, terrifying atmosphere. This piece could be used in the soundtrack of a horror movie to imply the feeling of hopelessness.",9,False,False,"['/m/04rlf', ' /t/dd00037']","['movie music', 'arabic', 'instrumental', 'clarinet', 'sound effects', 'knives', 'horror', 'terrifying', 'ominous', 'hopeless']",56,10
#NAME?,30,40,"/m/025td0t,/m/04rlf,/t/dd00033","['folk', 'passionate sitar guitar', 'groovy bass', 'punchy kick', 'metallic percussive elements', 'short offbeat accordion chords', 'low quality', 'clicky keys', 'emotional']","The Folk song features a passionately played sitar guitar, groovy bass and short offbeat accordion chords, followed by metallic percussive elements and punchy kick. The recording is a bit lower in quality due to loud clicky keys sounds. It sounds passionate and emotional.",4,False,True,"['/m/025td0t', ' /m/04rlf', ' /t/dd00033']","['folk', 'passionate sitar guitar', 'groovy bass', 'punchy kick', 'metallic percussive elements', 'short offbeat accordion chords', 'low quality', 'clicky keys', 'emotional']",43,9
#NAME?,20,30,"/m/02lkt,/m/04rlf","['high pitched synth', 'riser', 'fuzzy synth', 'motif', 'synth melody']","The clip just contains a high pitched synth melody. The motif keeps going higher in pitch, and then eventually a riser comes in. The combination of these two factors creates a sense of build-up to a climactic moment.",3,False,True,"['/m/02lkt', ' /m/04rlf']","['high pitched synth', 'riser', 'fuzzy synth', 'motif', 'synth melody']",38,5
#NAME?,30,40,"/m/04rlf,/m/07swgks","['rock music', 'tutorial', 'electric guitar', 'acoustic drums', 'sound effects', 'underwater', 'loud', 'generic', 'common sounding']",This is a rock music piece playing in the background of a tutorial video. There is an electric guitar playing a simple tune as the lead while another provides a rhythmic backing by playing the same note repeatedly in rapid procession. There is an acoustic drum beat playing. There are water sound effects related to the video. The piece has a generic feeling. It does not evoke much excitement. It could be used as a jingle for an advertisement or in the background of an instructive video.,9,False,True,"['/m/04rlf', ' /m/07swgks']","['rock music', 'tutorial', 'electric guitar', 'acoustic drums', 'sound effects', 'underwater', 'loud', 'generic', 'common sounding']",87,9
